Order_ID,Warehouse,Destination_City,Distance_KM,Delivery_Time_Hours,Transportation_Cost,Inventory_Level,Demand,Delay
ORD021220,Bengaluru,Chandigarh,551,16.76,12854.27,1972,156,No
ORD021221,Mumbai,Coimbatore,1331,25.89,22549.30,1538,274,Yes
ORD021222,Bengaluru,Nagpur,939,27.35,13340.75,46,530,No
ORD021223,Ahmedabad,Mumbai,1441,47.15,19911.13,85,507,No
ORD021224,Bengaluru,Lucknow,1366,28.05,25517.27,925,477,No
ORD021225,Ahmedabad,Ahmedabad,1193,30.96,23056.78,1015,722,No
ORD021226,Chennai,Coimbatore,738,22.82,12928.26,1195,347,Yes
ORD021227,Kolkata,Vadodara,325,17.62,6536.45,1060,330,No
ORD021228,Chennai,Bhopal,943,21.68,19794.90,757,735,No
ORD021229,Chennai,Hyderabad,312,16.89,4510.52,1688,23,No
ORD021230,Mumbai,Chennai,90,5.55,2794.22,966,429,No
ORD021231,Hyderabad,Chennai,237,14.69,4945.64,764,263,Yes
ORD021232,Chennai,Chennai,1496,36.21,21099.05,1718,177,No
ORD021233,Chennai,Chennai,1130,27.30,15759.78,1686,681,No
ORD021234,Ahmedabad,Mumbai,1857,41.37,26035.86,1171,323,No
ORD021235,Chennai,Surat,1159,38.79,25007.22,967,60,No
ORD021236,Delhi,Ahmedabad,602,19.70,10610.58,1109,218,No
ORD021237,Delhi,Varanasi,1171,22.60,23816.69,294,249,No
ORD021238,Ahmedabad,Coimbatore,1028,23.28,19928.49,1019,78,No
ORD021239,Pune,Ludhiana,1716,31.34,36746.82,1798,528,No
ORD021240,Kolkata,Patna,714,17.50,11816.88,1252,758,No
ORD021241,Kolkata,Hyderabad,407,16.72,5576.80,1169,593,No
ORD021242,Hyderabad,Chennai,1032,26.71,19011.30,1076,577,No
ORD021243,Chennai,Kanpur,1076,29.67,16313.89,1331,327,No
ORD021244,Bengaluru,Ahmedabad,1240,36.03,19831.52,1867,114,No
ORD021245,Bengaluru,Pune,372,11.34,6443.21,936,791,No
ORD021246,Bengaluru,Raipur,1993,38.98,23765.11,1400,194,No
ORD021247,Delhi,Vadodara,414,16.53,8992.23,109,782,No
ORD021248,Delhi,Coimbatore,898,27.05,17355.68,116,327,No
ORD021249,Mumbai,Jaipur,1492,32.99,25856.25,1537,168,No
ORD021250,Kolkata,Patna,1546,33.09,23933.21,397,455,No
ORD021251,Pune,Chennai,1084,26.84,12391.77,692,762,No
ORD021252,Pune,Ranchi,667,25.09,13142.57,845,383,No
ORD021253,Kolkata,Surat,1863,55.03,30998.34,1691,442,No
ORD021254,Mumbai,Bengaluru,1082,35.77,23752.07,163,283,No
ORD021255,Delhi,Ranchi,1796,43.64,34534.36,1310,33,No
ORD021256,Delhi,Chandigarh,1587,46.35,34779.03,622,613,No
ORD021257,Kolkata,Kolkata,1748,41.32,33153.05,572,533,No
ORD021258,Pune,Chennai,179,8.73,3872.11,350,157,No
ORD021259,Mumbai,Thiruvananthapuram,1796,47.86,39524.16,460,144,No
ORD021260,Chennai,Nagpur,698,25.17,13025.77,652,223,No
ORD021261,Bengaluru,Chandigarh,2177,55.00,47134.04,1411,137,Yes
ORD021262,Ahmedabad,Chennai,282,15.07,6497.83,1128,142,No
ORD021263,Bengaluru,Bhopal,261,10.67,4781.16,1300,61,No
ORD021264,Hyderabad,Patna,1976,41.42,43255.34,940,544,No
ORD021265,Pune,Nashik,157,11.59,3415.79,1344,460,No
ORD021266,Ahmedabad,Kanpur,353,16.80,5116.83,1550,141,No
ORD021267,Mumbai,Kanpur,1411,31.37,17882.71,472,716,No
ORD021268,Hyderabad,Delhi,1946,41.24,35076.49,133,537,No
ORD021269,Kolkata,Coimbatore,192,10.32,3828.66,183,734,No
ORD021270,Pune,Bhopal,675,21.24,10631.88,687,515,No
ORD021271,Mumbai,Goa,1713,39.71,32725.89,736,184,No
ORD021272,Delhi,Visakhapatnam,255,15.50,6242.05,1797,193,No
ORD021273,Kolkata,Coimbatore,705,18.53,14164.69,1298,395,No
ORD021274,Kolkata,Patna,934,31.00,13836.82,909,126,No
ORD021275,Hyderabad,Coimbatore,1900,41.67,39643.38,29,322,No
ORD021276,Mumbai,Chandigarh,253,14.41,6981.93,769,450,No
ORD021277,Hyderabad,Vadodara,1927,60.59,31437.50,1642,361,No
ORD021278,Chennai,Vadodara,1656,41.36,25139.12,1458,84,Yes
ORD021279,Kolkata,Varanasi,567,19.11,10243.67,1888,407,Yes
ORD021280,Bengaluru,Ahmedabad,1967,51.80,38036.52,1643,693,No
ORD021281,Bengaluru,Chennai,1244,31.62,15428.66,1349,784,No
ORD021282,Chennai,Delhi,643,19.91,14032.13,1636,732,No
ORD021283,Pune,Mumbai,713,19.75,11013.13,1172,306,No
ORD021284,Mumbai,Kolkata,1900,53.88,29269.64,800,68,Yes
ORD021285,Mumbai,Varanasi,2123,62.18,24542.51,1055,632,No
ORD021286,Mumbai,Kolkata,1997,48.56,38367.46,312,512,No
ORD021287,Mumbai,Ranchi,670,21.77,15388.17,70,405,No
ORD021288,Chennai,Goa,1638,31.08,35597.65,448,685,Yes
ORD021289,Hyderabad,Kolkata,1752,53.63,29884.71,524,227,Yes
ORD021290,Kolkata,Delhi,1675,43.91,23493.49,1496,596,No
ORD021291,Hyderabad,Pune,74,11.21,3079.70,1989,344,No
ORD021292,Mumbai,Nagpur,663,24.04,11877.54,399,416,No
ORD021293,Bengaluru,Chandigarh,1658,43.43,21022.86,523,22,No
ORD021294,Bengaluru,Vadodara,1058,31.54,23106.58,1966,196,No
ORD021295,Hyderabad,Mumbai,1834,48.47,39256.44,568,431,No
ORD021296,Delhi,Kanpur,527,13.82,10633.63,1407,295,No
ORD021297,Delhi,Kolkata,2155,52.68,25312.84,116,10,Yes
ORD021298,Mumbai,Ahmedabad,2103,44.16,39810.65,1125,149,No
ORD021299,Delhi,Delhi,1596,36.84,32652.49,1151,774,No
ORD021300,Ahmedabad,Raipur,1377,35.77,18755.25,672,296,Yes
ORD021301,Hyderabad,Thiruvananthapuram,625,17.14,9078.84,1320,648,No
ORD021302,Delhi,Jaipur,1164,27.17,27049.91,536,664,Yes
ORD021303,Chennai,Mumbai,204,9.71,3958.74,868,697,No
ORD021304,Mumbai,Visakhapatnam,449,21.48,8134.47,519,437,No
ORD021305,Bengaluru,Agra,1688,44.61,27316.08,1700,32,No
ORD021306,Chennai,Indore,1116,32.51,13664.63,458,255,No
ORD021307,Pune,Bengaluru,1737,35.14,23413.42,764,691,Yes
ORD021308,Mumbai,Lucknow,1593,43.42,25443.11,1382,276,No
ORD021309,Mumbai,Lucknow,894,29.08,17412.68,1743,446,No
ORD021310,Chennai,Pune,2073,45.54,26855.47,1685,711,No
ORD021311,Delhi,Thiruvananthapuram,2171,45.19,45522.70,286,466,Yes
ORD021312,Delhi,Bhopal,1950,45.48,26558.28,1288,365,No
ORD021313,Pune,Hyderabad,1818,58.70,24978.72,58,568,No
ORD021314,Delhi,Agra,1767,35.86,23304.54,1123,348,No
ORD021315,Mumbai,Hyderabad,662,22.53,11323.43,645,757,No
ORD021316,Kolkata,Mumbai,875,31.80,18450.09,1957,129,No
ORD021317,Delhi,Nagpur,956,28.94,12754.39,50,151,No
ORD021318,Hyderabad,Bhopal,487,17.71,7968.04,939,296,No
ORD021319,Chennai,Goa,186,15.22,4530.77,1491,149,No
ORD021320,Delhi,Ludhiana,909,20.44,15022.73,517,273,No
ORD021321,Mumbai,Surat,323,15.97,5901.39,1123,203,No
ORD021322,Pune,Ludhiana,1365,26.87,30568.49,305,44,No
ORD021323,Kolkata,Ludhiana,1850,41.23,21426.10,527,376,No
ORD021324,Kolkata,Ranchi,308,10.33,5695.21,1372,423,No
ORD021325,Delhi,Ahmedabad,1108,27.15,20419.11,1173,691,No
ORD021326,Pune,Raipur,476,17.91,7813.16,1076,788,No
ORD021327,Hyderabad,Bhopal,227,12.78,6100.49,1417,432,No
ORD021328,Pune,Thiruvananthapuram,1377,33.42,22784.99,1843,665,No
ORD021329,Mumbai,Bhopal,884,31.80,18217.97,535,35,No
ORD021330,Kolkata,Mumbai,1545,36.17,18220.41,1393,152,No
ORD021331,Mumbai,Goa,129,10.93,3389.09,1494,471,No
ORD021332,Bengaluru,Bengaluru,1557,47.23,27916.04,113,143,No
ORD021333,Bengaluru,Coimbatore,1488,30.41,18653.19,1603,475,No
ORD021334,Kolkata,Indore,1635,53.37,32640.79,237,343,No
ORD021335,Kolkata,Thiruvananthapuram,1498,34.23,24147.37,1145,169,No
ORD021336,Bengaluru,Vadodara,1166,34.58,25511.48,718,177,No
ORD021337,Hyderabad,Hyderabad,364,17.62,8876.63,1349,302,No
ORD021338,Chennai,Mumbai,1386,34.55,23346.31,34,184,No
ORD021339,Delhi,Mumbai,1327,40.58,24883.30,1099,485,No
ORD021340,Delhi,Patna,1977,42.24,27421.96,688,672,No
ORD021341,Mumbai,Delhi,457,19.24,9209.43,166,653,No
ORD021342,Bengaluru,Ludhiana,312,10.72,5146.72,1737,329,No
ORD021343,Mumbai,Ranchi,177,11.54,4974.74,1324,376,No
ORD021344,Pune,Chennai,395,15.00,5057.81,451,392,No
ORD021345,Bengaluru,Raipur,1616,36.65,29129.29,719,613,No
ORD021346,Kolkata,Surat,2057,44.70,27145.16,1406,607,Yes
ORD021347,Ahmedabad,Nagpur,1353,28.72,17566.56,847,742,No
ORD021348,Hyderabad,Kolkata,859,31.55,12291.50,826,796,Yes
ORD021349,Delhi,Indore,1974,45.59,42711.96,1099,253,No
ORD021350,Pune,Patna,1029,26.71,19431.89,102,410,No
ORD021351,Delhi,Chennai,955,22.98,21902.33,1578,589,Yes
ORD021352,Delhi,Raipur,1558,37.61,27902.04,68,67,No
ORD021353,Ahmedabad,Thiruvananthapuram,264,11.20,6267.38,1883,675,No
ORD021354,Mumbai,Ahmedabad,1984,46.06,45281.20,687,326,No
ORD021355,Chennai,Kanpur,1792,47.76,19497.32,1471,459,No
ORD021356,Ahmedabad,Chandigarh,2132,54.68,29245.80,1770,151,Yes
ORD021357,Ahmedabad,Kolkata,2082,52.05,25553.91,87,700,No
ORD021358,Kolkata,Jaipur,1384,37.78,22076.76,1814,261,No
ORD021359,Ahmedabad,Hyderabad,834,26.55,18473.84,1242,227,No
ORD021360,Ahmedabad,Ahmedabad,369,17.86,9145.05,597,183,No
ORD021361,Delhi,Visakhapatnam,1896,38.26,32356.42,1081,431,No
ORD021362,Delhi,Chandigarh,1256,26.14,21814.68,1678,205,Yes
ORD021363,Mumbai,Delhi,1676,48.38,28831.24,897,562,No
ORD021364,Ahmedabad,Raipur,1519,40.46,34059.96,1384,10,No
ORD021365,Chennai,Lucknow,209,10.39,5208.47,631,734,No
ORD021366,Pune,Nashik,122,6.44,3373.39,1120,576,No
ORD021367,Bengaluru,Bengaluru,1848,43.69,29415.40,725,563,No
ORD021368,Mumbai,Kanpur,1845,44.65,30506.46,847,764,Yes
ORD021369,Mumbai,Varanasi,1172,26.07,16958.66,1003,127,No
ORD021370,Hyderabad,Vadodara,2142,50.71,31354.30,724,286,No
ORD021371,Bengaluru,Chandigarh,1349,28.88,20689.38,1087,470,No
ORD021372,Pune,Ranchi,1334,33.55,20208.53,625,582,No
ORD021373,Hyderabad,Visakhapatnam,475,17.01,6921.47,784,48,No
ORD021374,Pune,Ranchi,172,15.09,4570.88,1817,371,No
ORD021375,Chennai,Chennai,2016,44.90,43857.05,950,769,Yes
ORD021376,Pune,Indore,1400,30.90,20918.77,278,66,No
ORD021377,Pune,Kanpur,1090,33.41,24842.05,1126,461,No
ORD021378,Mumbai,Nagpur,1871,55.43,30729.53,1222,20,No
ORD021379,Pune,Agra,952,22.45,15106.27,910,672,No
ORD021380,Ahmedabad,Chennai,1844,45.42,41078.42,1238,695,No
ORD021381,Delhi,Pune,1982,46.13,23542.36,1165,247,No
ORD021382,Delhi,Guwahati,279,9.16,6067.52,1111,626,No
ORD021383,Pune,Goa,1593,33.39,33265.17,607,193,No
ORD021384,Pune,Kanpur,1635,39.08,18696.54,101,678,No
ORD021385,Ahmedabad,Mumbai,350,14.96,6805.23,761,401,No
ORD021386,Ahmedabad,Chandigarh,1842,44.73,39130.90,1929,633,No
ORD021387,Bengaluru,Delhi,779,22.64,16480.16,1255,53,No
ORD021388,Hyderabad,Visakhapatnam,1561,40.25,19266.34,1164,432,No
ORD021389,Hyderabad,Kanpur,1769,48.02,32918.41,379,591,No
ORD021390,Mumbai,Chandigarh,574,15.17,10976.57,444,211,No
ORD021391,Mumbai,Kanpur,719,19.45,16328.24,959,115,No
ORD021392,Pune,Kanpur,960,23.47,20320.65,235,397,No
ORD021393,Delhi,Jaipur,1958,48.22,34205.82,294,186,No
ORD021394,Ahmedabad,Vadodara,728,21.90,10332.63,566,764,No
ORD021395,Delhi,Chandigarh,128,11.96,3750.69,834,28,No
ORD021396,Delhi,Chandigarh,1602,50.50,29889.20,1519,486,No
ORD021397,Delhi,Guwahati,571,21.06,12201.93,1036,764,No
ORD021398,Hyderabad,Chennai,360,8.98,4732.73,1508,677,No
ORD021399,Pune,Guwahati,275,12.22,6004.23,626,380,No
ORD021400,Hyderabad,Indore,1489,40.86,32679.18,1410,359,No
ORD021401,Chennai,Coimbatore,1019,25.66,12488.36,1514,787,No
ORD021402,Bengaluru,Ranchi,2011,56.55,41554.41,683,604,No
ORD021403,Hyderabad,Surat,120,9.65,2894.89,1860,514,No
ORD021404,Delhi,Nagpur,697,21.16,13933.09,732,257,No
ORD021405,Pune,Kanpur,729,30.05,16197.52,830,267,No
ORD021406,Hyderabad,Lucknow,2093,46.51,36979.43,1481,161,No
ORD021407,Kolkata,Ahmedabad,279,9.92,6150.48,1875,302,No
ORD021408,Ahmedabad,Surat,73,6.18,2150.12,1990,623,No
ORD021409,Pune,Bengaluru,1339,39.57,24339.79,1614,610,No
ORD021410,Chennai,Chandigarh,391,13.84,8146.30,975,618,No
ORD021411,Chennai,Kolkata,111,9.90,3535.14,1543,269,Yes
ORD021412,Mumbai,Chennai,2117,48.23,33604.32,1911,325,No
ORD021413,Ahmedabad,Patna,411,20.38,9792.14,1964,122,No
ORD021414,Ahmedabad,Agra,514,15.91,7821.78,1133,541,No
ORD021415,Mumbai,Varanasi,1063,23.14,14862.82,1318,517,No
ORD021416,Delhi,Indore,207,11.51,4718.36,1911,174,No
ORD021417,Delhi,Lucknow,1389,27.30,17035.50,1002,175,Yes
ORD021418,Chennai,Thiruvananthapuram,640,18.99,14781.82,873,723,No
ORD021419,Hyderabad,Agra,766,19.84,14209.13,317,73,No
ORD021420,Mumbai,Bengaluru,794,27.54,13666.56,1261,494,No
ORD021421,Bengaluru,Nashik,994,23.50,14592.10,542,352,No
ORD021422,Chennai,Vadodara,139,13.24,2476.19,178,493,No
ORD021423,Delhi,Raipur,928,21.15,13972.55,512,357,Yes
ORD021424,Hyderabad,Mumbai,1805,35.87,19420.46,1503,285,No
ORD021425,Chennai,Nashik,1585,33.29,18095.88,1413,68,Yes
ORD021426,Bengaluru,Coimbatore,57,11.74,1787.48,1741,443,No
ORD021427,Pune,Surat,1820,49.91,37152.59,536,341,No
ORD021428,Kolkata,Kanpur,1618,33.63,25495.51,1471,314,No
ORD021429,Bengaluru,Surat,403,19.17,7533.96,1676,652,No
ORD021430,Hyderabad,Nashik,462,13.30,9568.80,856,768,No
ORD021431,Ahmedabad,Raipur,643,23.96,14079.53,617,615,No
ORD021432,Chennai,Kolkata,1078,28.49,24612.26,1171,365,No
ORD021433,Bengaluru,Delhi,1000,22.57,21953.42,569,493,No
ORD021434,Kolkata,Nagpur,1707,56.86,28370.96,132,540,Yes
ORD021435,Ahmedabad,Goa,177,9.06,2997.63,1221,664,No
ORD021436,Ahmedabad,Goa,2140,42.66,41268.75,1142,721,No
ORD021437,Kolkata,Coimbatore,1526,49.17,31332.15,912,514,Yes
ORD021438,Chennai,Mumbai,2005,47.23,44112.06,347,376,Yes
ORD021439,Hyderabad,Nagpur,1005,29.43,15448.26,205,750,No
ORD021440,Delhi,Visakhapatnam,366,16.50,8205.99,1897,285,No
ORD021441,Chennai,Pune,2133,47.61,29886.07,1078,282,Yes
ORD021442,Kolkata,Chandigarh,249,14.56,6885.17,468,313,No
ORD021443,Mumbai,Nagpur,1143,34.84,18157.78,1777,800,No
ORD021444,Bengaluru,Delhi,1801,35.55,40085.52,1531,573,No
ORD021445,Ahmedabad,Chandigarh,1655,36.61,38077.89,540,79,No
ORD021446,Ahmedabad,Indore,1251,27.99,25256.75,1114,567,No
ORD021447,Pune,Kochi,1189,30.07,17245.01,226,282,No
ORD021448,Delhi,Agra,1142,26.55,26296.35,1417,597,No
ORD021449,Kolkata,Chennai,1764,43.96,19275.40,177,513,No
ORD021450,Hyderabad,Bhopal,151,11.08,3791.74,54,53,No
ORD021451,Hyderabad,Raipur,2022,57.21,44882.22,1254,75,No
ORD021452,Ahmedabad,Lucknow,1787,41.51,33314.30,127,66,No
ORD021453,Hyderabad,Goa,1042,25.10,13648.82,306,277,No
ORD021454,Bengaluru,Thiruvananthapuram,1439,36.73,27961.03,1397,166,No
ORD021455,Delhi,Ahmedabad,2193,61.90,27131.09,701,440,No
ORD021456,Pune,Lucknow,2084,55.61,31146.09,673,662,Yes
ORD021457,Ahmedabad,Patna,645,14.13,15905.55,881,300,No
ORD021458,Chennai,Visakhapatnam,1888,48.91,32754.09,503,573,Yes
ORD021459,Pune,Mumbai,1332,34.38,27523.75,697,512,No
ORD021460,Chennai,Varanasi,1919,61.27,31009.46,186,122,No
ORD021461,Bengaluru,Thiruvananthapuram,2150,51.74,44320.77,1195,573,Yes
ORD021462,Mumbai,Bengaluru,1369,30.70,20669.93,1802,442,No
ORD021463,Mumbai,Lucknow,1765,45.88,27477.14,1676,507,Yes
ORD021464,Pune,Chennai,245,13.94,6507.99,311,651,No
ORD021465,Mumbai,Hyderabad,1393,38.31,20687.55,344,504,No
ORD021466,Bengaluru,Thiruvananthapuram,1193,29.99,22802.79,1174,629,No
ORD021467,Hyderabad,Thiruvananthapuram,2124,46.99,46484.46,1597,688,No
ORD021468,Pune,Varanasi,217,11.01,5817.40,675,424,No
ORD021469,Mumbai,Varanasi,484,20.52,11733.00,558,773,No
ORD021470,Pune,Ahmedabad,817,24.53,11092.59,156,95,No
ORD021471,Chennai,Kolkata,690,25.10,11638.07,1070,467,No
ORD021472,Pune,Pune,153,6.37,4410.86,1353,595,No
ORD021473,Bengaluru,Nashik,1833,41.04,35363.56,847,152,Yes
ORD021474,Bengaluru,Surat,508,20.37,10065.15,190,573,No
ORD021475,Delhi,Bhopal,1534,32.07,18283.66,1811,516,Yes
ORD021476,Kolkata,Patna,741,22.00,14965.09,1164,353,No
ORD021477,Pune,Hyderabad,786,25.68,18042.65,994,415,No
ORD021478,Delhi,Ludhiana,2116,53.09,25201.29,102,322,No
ORD021479,Hyderabad,Nashik,1716,50.84,30146.47,1088,700,No
ORD021480,Ahmedabad,Ahmedabad,1443,32.58,29781.10,369,722,No
ORD021481,Kolkata,Kochi,877,31.69,20456.00,95,336,No
ORD021482,Hyderabad,Nagpur,423,11.40,6003.03,475,789,No
ORD021483,Chennai,Visakhapatnam,1372,39.58,16615.34,249,498,No
ORD021484,Bengaluru,Ranchi,332,13.15,5147.79,1181,156,No
ORD021485,Pune,Kochi,301,14.48,5645.32,1717,565,No
ORD021486,Delhi,Lucknow,439,19.15,8958.05,313,503,No
ORD021487,Mumbai,Nagpur,940,19.60,20161.47,371,543,No
ORD021488,Pune,Visakhapatnam,121,9.60,4362.60,614,520,No
ORD021489,Delhi,Ahmedabad,925,30.39,19887.50,1129,39,No
ORD021490,Bengaluru,Chandigarh,2118,54.64,26080.72,405,117,No
ORD021491,Hyderabad,Patna,421,16.74,6470.26,1563,68,Yes
ORD021492,Hyderabad,Ludhiana,1118,33.96,24978.42,803,531,No
ORD021493,Delhi,Varanasi,330,16.14,6293.40,1468,698,No
ORD021494,Pune,Nashik,382,14.28,7828.90,1260,178,Yes
ORD021495,Bengaluru,Surat,1083,40.50,22373.98,1361,501,No
ORD021496,Ahmedabad,Nashik,1189,27.94,24027.36,226,188,No
ORD021497,Delhi,Pune,2002,39.63,44743.00,1229,530,Yes
ORD021498,Mumbai,Mumbai,420,11.18,7122.33,288,119,No
ORD021499,Ahmedabad,Hyderabad,264,12.09,3942.86,779,281,No
ORD021500,Ahmedabad,Raipur,895,34.50,16946.73,1502,676,No
ORD021501,Bengaluru,Ahmedabad,67,8.30,2151.05,1890,609,No
ORD021502,Bengaluru,Jaipur,2128,48.70,43383.58,1228,283,No
ORD021503,Pune,Agra,607,15.84,9069.22,322,556,No
ORD021504,Chennai,Patna,662,22.49,15045.22,1411,652,Yes
ORD021505,Hyderabad,Chennai,1385,42.30,23661.19,1922,660,Yes
ORD021506,Ahmedabad,Hyderabad,900,18.70,14272.35,477,95,No
ORD021507,Delhi,Hyderabad,574,22.37,10325.85,1574,24,No
ORD021508,Chennai,Varanasi,1761,44.69,32472.74,270,175,No
ORD021509,Chennai,Delhi,743,21.46,8879.48,832,66,No
ORD021510,Delhi,Bhopal,1318,34.78,21097.28,663,275,Yes
ORD021511,Bengaluru,Agra,2074,48.27,45821.51,227,514,No
ORD021512,Ahmedabad,Nagpur,71,10.07,1935.87,1312,605,No
ORD021513,Bengaluru,Patna,1576,29.21,23540.67,346,319,No
ORD021514,Hyderabad,Bengaluru,1746,48.62,28177.61,1559,782,No
ORD021515,Kolkata,Coimbatore,1706,36.30,28294.69,609,761,Yes
ORD021516,Chennai,Goa,1271,33.29,23247.32,39,365,No
ORD021517,Kolkata,Indore,1578,36.36,33733.20,1646,673,Yes
ORD021518,Kolkata,Coimbatore,1496,41.82,17607.85,216,626,No
ORD021519,Bengaluru,Ahmedabad,493,17.45,8662.90,424,361,No
ORD021520,Delhi,Goa,738,24.17,9830.18,21,696,No
ORD021521,Hyderabad,Goa,1024,24.32,13449.32,837,289,No
ORD021522,Hyderabad,Coimbatore,526,19.70,9337.11,668,232,No
ORD021523,Bengaluru,Nagpur,844,26.77,13472.35,1933,140,Yes
ORD021524,Kolkata,Varanasi,528,21.02,6685.24,974,789,No
ORD021525,Pune,Bengaluru,1876,37.46,40436.17,936,575,No
ORD021526,Ahmedabad,Chennai,1590,41.64,18041.91,910,541,Yes
ORD021527,Delhi,Nagpur,564,17.43,12545.52,1506,759,No
ORD021528,Ahmedabad,Nashik,767,19.42,11716.32,1303,689,No
ORD021529,Bengaluru,Kanpur,571,14.19,9054.60,1382,429,No
ORD021530,Mumbai,Chandigarh,1787,32.97,23140.97,1192,448,No
ORD021531,Ahmedabad,Guwahati,1145,27.58,17277.01,1566,33,No
ORD021532,Delhi,Delhi,1309,35.12,26875.06,1096,121,No
ORD021533,Chennai,Goa,504,23.55,11551.97,894,676,No
ORD021534,Chennai,Coimbatore,228,9.07,6755.76,1066,149,No
ORD021535,Kolkata,Kanpur,1455,32.96,31074.73,537,65,No
ORD021536,Pune,Guwahati,1004,28.00,18570.04,949,677,No
ORD021537,Chennai,Indore,2064,42.76,21573.57,322,311,No
ORD021538,Ahmedabad,Thiruvananthapuram,823,23.39,10138.89,781,296,Yes
ORD021539,Delhi,Mumbai,833,23.79,11047.94,698,416,No
ORD021540,Pune,Kanpur,1514,37.68,19141.70,1956,447,No
ORD021541,Hyderabad,Jaipur,1940,53.15,42281.03,274,395,No
ORD021542,Mumbai,Patna,257,11.58,5574.90,772,87,No
ORD021543,Bengaluru,Ranchi,1414,26.55,22241.48,1879,745,Yes
ORD021544,Kolkata,Nagpur,1832,38.44,37621.43,380,135,No
ORD021545,Delhi,Mumbai,1886,41.92,23442.28,1701,718,No
ORD021546,Delhi,Bhopal,1937,47.88,42290.71,35,144,No
ORD021547,Hyderabad,Visakhapatnam,456,15.54,8333.92,849,444,No
ORD021548,Mumbai,Surat,505,21.57,10760.40,22,314,No
ORD021549,Mumbai,Hyderabad,117,13.36,3395.60,911,221,No
ORD021550,Mumbai,Patna,50,11.90,1724.30,971,243,No
ORD021551,Bengaluru,Vadodara,678,23.46,11084.56,932,312,No
ORD021552,Ahmedabad,Raipur,1378,40.84,22072.77,1683,324,No
ORD021553,Kolkata,Jaipur,353,17.15,6830.78,69,371,No
ORD021554,Delhi,Kochi,1559,43.64,19086.40,1747,705,No
ORD021555,Chennai,Guwahati,171,9.73,2853.51,1409,262,No
ORD021556,Delhi,Ludhiana,204,11.83,5808.42,263,389,No
ORD021557,Chennai,Thiruvananthapuram,34,8.47,1092.78,739,592,No
ORD021558,Bengaluru,Bengaluru,2115,44.25,28685.04,1365,619,No
ORD021559,Bengaluru,Bhopal,1560,33.47,27957.51,712,571,No
ORD021560,Chennai,Vadodara,879,19.87,16080.74,1019,698,No
ORD021561,Delhi,Pune,2123,44.94,26351.20,736,725,No
ORD021562,Kolkata,Bengaluru,791,30.80,12008.91,266,777,No
ORD021563,Mumbai,Patna,1445,44.98,23610.08,395,421,No
ORD021564,Ahmedabad,Surat,1783,34.55,30047.64,222,527,No
ORD021565,Ahmedabad,Agra,993,25.41,14648.18,695,751,No
ORD021566,Chennai,Chennai,1188,29.11,19339.87,1877,224,No
ORD021567,Chennai,Kanpur,1855,55.19,34090.24,1001,660,No
ORD021568,Delhi,Bengaluru,1047,23.88,12334.86,482,662,Yes
ORD021569,Ahmedabad,Hyderabad,574,16.88,11835.38,1871,49,No
ORD021570,Chennai,Coimbatore,1834,41.31,30814.50,791,64,No
ORD021571,Ahmedabad,Ahmedabad,1152,29.54,17814.71,45,682,No
ORD021572,Delhi,Surat,269,16.58,3786.98,349,506,No
ORD021573,Bengaluru,Hyderabad,994,35.77,22437.52,1208,429,No
ORD021574,Ahmedabad,Thiruvananthapuram,381,12.09,9291.58,1231,30,No
ORD021575,Mumbai,Guwahati,207,11.87,4195.50,1224,775,No
ORD021576,Bengaluru,Agra,1683,38.90,31179.17,895,644,No
ORD021577,Mumbai,Bhopal,1075,32.99,16533.70,1665,146,Yes
ORD021578,Bengaluru,Ludhiana,329,14.04,4311.19,264,439,No
ORD021579,Pune,Nagpur,1398,29.96,29295.40,1399,72,No
ORD021580,Delhi,Indore,1786,49.78,38941.76,1453,395,Yes
ORD021581,Ahmedabad,Goa,972,23.78,20498.60,459,715,No
ORD021582,Bengaluru,Kochi,1982,47.53,31869.17,1671,180,No
ORD021583,Delhi,Visakhapatnam,1659,38.97,36046.06,1572,444,No
ORD021584,Delhi,Lucknow,1408,36.41,24889.27,1496,49,No
ORD021585,Ahmedabad,Thiruvananthapuram,1775,32.12,34031.92,493,450,No
ORD021586,Chennai,Visakhapatnam,1129,33.15,25210.36,1353,14,No
ORD021587,Mumbai,Bengaluru,1489,45.90,31353.65,1128,217,No
ORD021588,Bengaluru,Pune,1730,39.77,24580.36,1675,580,Yes
ORD021589,Chennai,Kolkata,519,19.36,7139.83,232,286,No
ORD021590,Mumbai,Kolkata,1633,41.75,34791.83,1178,776,Yes
ORD021591,Pune,Vadodara,2151,52.19,39467.73,1342,457,No
ORD021592,Hyderabad,Nashik,2096,40.70,34665.82,1328,768,No
ORD021593,Pune,Pune,483,12.02,9476.42,889,378,Yes
ORD021594,Mumbai,Ludhiana,1909,43.71,31393.74,1754,586,No
ORD021595,Mumbai,Indore,1203,29.92,18855.66,1814,48,No
ORD021596,Mumbai,Lucknow,1386,38.65,17064.06,198,180,No
ORD021597,Hyderabad,Pune,463,16.91,7191.48,910,413,No
ORD021598,Ahmedabad,Visakhapatnam,2052,52.90,31355.16,1083,217,No
ORD021599,Delhi,Bhopal,874,20.09,16227.21,1233,61,No
ORD021600,Pune,Kanpur,1459,46.35,19919.32,93,80,No
ORD021601,Kolkata,Bhopal,884,31.63,10704.47,536,457,Yes
ORD021602,Ahmedabad,Chennai,1825,43.68,31515.86,1281,387,Yes
